g1.name,p1.uniprot_id,p2.uniprot_id,g2.name,g2.druggability_tier
B4GALT3,O60512,Q99983,OMD,Tier 3B
CD84,Q9UIB8,P09326,CD48,Tier 3A
CPSF3,Q9UKF6,O43172,PRPF4,Tier 1
CPSF3,Q9UKF6,Q15393,SF3B3,Tier 1
CPSF3,Q9UKF6,Q15717,ELAVL1,Tier 2
CPSF3,Q9UKF6,P09651,HNRNPA1,Tier 2
CPSF3,Q9UKF6,Q9UNP9,PPIE,Tier 2
CPSF3,Q9UKF6,O43447,PPIH,Tier 2
CPSF3,Q9UKF6,Q9Y3C6,PPIL1,Tier 2
CPSF3,Q9UKF6,P62136,PPP1CA,Tier 2
CPSF3,Q9UKF6,P26599,PTBP1,Tier 2
CPSF3,Q9UKF6,P49792,RANBP2,Tier 2
CPSF3,Q9UKF6,Q15029,EFTUD2,Tier 3A
CPSF3,Q9UKF6,Q8TEM1,NUP210,Tier 3B
CPSF3,Q9UKF6,P37198,NUP62,Tier 3B
CPSF3,Q9UKF6,Q8WUA2,PPIL4,Tier 3B
CPSF3,Q9UKF6,Q8IXY8,PPIL6,Tier 3B
CPSF3,Q9UKF6,Q96BP3,PPWD1,Tier 3B
CPSF3,Q9UKF6,P38159,RBMX,Tier 3B
CPSF3,Q9UKF6,P67809,YBX1,Tier 3B
RAPGEF2,Q9Y4G8,P01112,HRAS,Tier 1
RAPGEF2,Q9Y4G8,P35222,CTNNB1,Tier 2
CDK14,O94921,P20248,CCNA2,Tier 1
CDK14,O94921,P14635,CCNB1,Tier 1
CDK14,O94921,P24385,CCND1,Tier 1
CDK14,O94921,P30279,CCND2,Tier 1
CDK14,O94921,P30281,CCND3,Tier 1
CDK14,O94921,P24864,CCNE1,Tier 1
CDK14,O94921,O60563,CCNT1,Tier 1
CDK14,O94921,P06493,CDK1,Tier 1
CDK14,O94921,Q14004,CDK13,Tier 1
CDK14,O94921,P24941,CDK2,Tier 1
CDK14,O94921,P11802,CDK4,Tier 1
CDK14,O94921,Q00534,CDK6,Tier 1
CDK14,O94921,P50613,CDK7,Tier 1
CDK14,O94921,P50750,CDK9,Tier 1
CDK14,O94921,P51946,CCNH,Tier 2
CDK14,O94921,P38936,CDKN1A,Tier 2
CDK14,O94921,Q9NYV4,CDK12,Tier 3B
SH2B2,O14492,P06241,FYN,Tier 1
SH2B2,O14492,P06213,INSR,Tier 1
SH2B2,O14492,O60674,JAK2,Tier 1
SH2B2,O14492,P10721,KIT,Tier 1
SH2B2,O14492,P06239,LCK,Tier 1
SH2B2,O14492,P07948,LYN,Tier 1
SH2B2,O14492,P04629,NTRK1,Tier 1
SH2B2,O14492,Q16620,NTRK2,Tier 1
SH2B2,O14492,Q16288,NTRK3,Tier 1
SH2B2,O14492,P07947,YES1,Tier 1
SH2B2,O14492,P01308,INS,Tier 3A
SH2B2,O14492,P21583,KITLG,Tier 3A
RELN,P78509,P00519,ABL1,Tier 1
RELN,P78509,P31749,AKT1,Tier 1
RELN,P78509,P05067,APP,Tier 1
RELN,P78509,P26358,DNMT1,Tier 1
RELN,P78509,P06241,FYN,Tier 1
RELN,P78509,Q12879,GRIN2A,Tier 1
RELN,P78509,Q13224,GRIN2B,Tier 1
RELN,P78509,P05556,ITGB1,Tier 1
RELN,P78509,O14733,MAP2K7,Tier 1
RELN,P78509,Q16584,MAP3K11,Tier 1
RELN,P78509,P45983,MAPK8,Tier 1
RELN,P78509,P42336,PIK3CA,Tier 1
RELN,P78509,Q05397,PTK2,Tier 1
RELN,P78509,P27986,PIK3R1,Tier 2
RELN,P78509,P02649,APOE,Tier 3A
RELN,P78509,Q13797,ITGA9,Tier 3A
RELN,P78509,Q14114,LRP8,Tier 3A
RELN,P78509,P30533,LRPAP1,Tier 3A
RELN,P78509,P26006,ITGA3,Tier 3B
CUX1,P39880,P11274,BCR,Tier 1
CUX1,P39880,P05230,FGF1,Tier 1
CUX1,P39880,P09038,FGF2,Tier 1
CUX1,P39880,P08620,FGF4,Tier 1
CUX1,P39880,P11362,FGFR1,Tier 1
CUX1,P39880,P42336,PIK3CA,Tier 1
CUX1,P39880,P40763,STAT3,Tier 1
CUX1,P39880,P27986,PIK3R1,Tier 2
CUX1,P39880,P42224,STAT1,Tier 2
CUX1,P39880,P42229,STAT5A,Tier 2
CUX1,P39880,P51692,STAT5B,Tier 2
CUX1,P39880,P31371,FGF9,Tier 3A
CUX1,P39880,Q9NP95,FGF20,Tier 3B
CUX1,P39880,Q9GZV9,FGF23,Tier 3B
CUX1,P39880,P10767,FGF6,Tier 3B
CUX1,P39880,Q13103,SPP2,Tier 3B
PAPLN,O95428,P09486,SPARC,Tier 3B
PSEN1,P49768,O14672,ADAM10,Tier 1
PSEN1,P49768,P78536,ADAM17,Tier 1
PSEN1,P49768,Q96BI3,APH1A,Tier 1
PSEN1,P49768,Q8WW43,APH1B,Tier 1
PSEN1,P49768,P05067,APP,Tier 1
PSEN1,P49768,P56817,BACE1,Tier 1
PSEN1,P49768,P19022,CDH2,Tier 1
PSEN1,P49768,Q00535,CDK5,Tier 1
PSEN1,P49768,P40199,CEACAM6,Tier 1
PSEN1,P49768,P54762,EPHB1,Tier 1
PSEN1,P49768,P29323,EPHB2,Tier 1
PSEN1,P49768,P54753,EPHB3,Tier 1
PSEN1,P49768,P54760,EPHB4,Tier 1
PSEN1,P49768,O15197,EPHB6,Tier 1
PSEN1,P49768,Q15303,ERBB4,Tier 1
PSEN1,P49768,O75460,ERN1,Tier 1
PSEN1,P49768,P22607,FGFR3,Tier 1
PSEN1,P49768,P10253,GAA,Tier 1
PSEN1,P49768,P49841,GSK3B,Tier 1
PSEN1,P49768,P10636,MAPT,Tier 1
PSEN1,P49768,P10620,MGST1,Tier 1
PSEN1,P49768,Q92542,NCSTN,Tier 1
PSEN1,P49768,P01138,NGF,Tier 1
PSEN1,P49768,P08138,NGFR,Tier 1
PSEN1,P49768,P46531,NOTCH1,Tier 1
PSEN1,P49768,Q13393,PLD1,Tier 1
PSEN1,P49768,P42785,PRCP,Tier 1
PSEN1,P49768,P17612,PRKACA,Tier 1
PSEN1,P49768,P49810,PSEN2,Tier 1
PSEN1,P49768,Q9NZ42,PSENEN,Tier 1
PSEN1,P49768,Q6ZQN7,SLCO4C1,Tier 1
PSEN1,P49768,P04637,TP53,Tier 1
PSEN1,P49768,P15309,ACPP,Tier 2
PSEN1,P49768,Q16581,C3AR1,Tier 2
PSEN1,P49768,P35222,CTNNB1,Tier 2
PSEN1,P49768,Q9NZJ5,EIF2AK3,Tier 2
PSEN1,P49768,P21462,FPR1,Tier 2
PSEN1,P49768,P14735,IDE,Tier 2
PSEN1,P49768,O00462,MANBA,Tier 2
PSEN1,P49768,P22694,PRKACB,Tier 2
PSEN1,P49768,P02649,APOE,Tier 3A
PSEN1,P49768,P15291,B4GALT1,Tier 3A
PSEN1,P49768,P23560,BDNF,Tier 3A
PSEN1,P49768,P08962,CD63,Tier 3A
PSEN1,P49768,P34810,CD68,Tier 3A
PSEN1,P49768,P12830,CDH1,Tier 3A
PSEN1,P49768,Q12860,CNTN1,Tier 3A
PSEN1,P49768,P11279,LAMP1,Tier 3A
PSEN1,P49768,Q04721,NOTCH2,Tier 3A
PSEN1,P49768,Q99466,NOTCH4,Tier 3A
PSEN1,P49768,P56975,NRG3,Tier 3A
PSEN1,P49768,Q8WWG1,NRG4,Tier 3A
PSEN1,P49768,P07602,PSAP,Tier 3A
PSEN1,P49768,P49755,TMED10,Tier 3A
PSEN1,P49768,Q86UQ4,ABCA13,Tier 3B
PSEN1,P49768,Q10589,BST2,Tier 3B
PSEN1,P49768,P31997,CEACAM8,Tier 3B
PSEN1,P49768,P39656,DDOST,Tier 3B
PSEN1,P49768,Q14318,FKBP8,Tier 3B
PSEN1,P49768,P13473,LAMP2,Tier 3B
PSEN1,P49768,Q9UM47,NOTCH3,Tier 3B
PSEN1,P49768,O14511,NRG2,Tier 3B
PSEN1,P49768,P01833,PIGR,Tier 3B
PSEN1,P49768,P22612,PRKACG,Tier 3B
PSEN1,P49768,O95721,SNAP29,Tier 3B
PSEN1,P49768,Q9BV40,VAMP8,Tier 3B
PSEN1,P49768,P67809,YBX1,Tier 3B
ACOT1,Q86TX2,P09467,FBP1,Tier 2
ACOT1,Q86TX2,O00767,SCD,Tier 2
ACOT1,Q86TX2,Q86SK9,SCD5,Tier 2
RCN2,Q14257,P47972,NPTX2,Tier 3B
ETFA,P13804,P00441,SOD1,Tier 1
ETFA,P13804,P09622,DLD,Tier 3A
ETFA,P13804,P06865,HEXA,Tier 3B
SLC7A5,Q01650,P35613,BSG,Tier 1
SLC7A5,Q01650,P42345,MTOR,Tier 1
SLC7A5,Q01650,P08195,SLC3A2,Tier 3B
ENO3,P13929,P15121,AKR1B1,Tier 1
ENO3,P13929,P62942,FKBP1A,Tier 1
ENO3,P13929,P68106,FKBP1B,Tier 1
ENO3,P13929,P36969,GPX4,Tier 1
ENO3,P13929,P14618,PKM,Tier 1
ENO3,P13929,P26885,FKBP2,Tier 2
ENO3,P13929,P11413,G6PD,Tier 2
ENO3,P13929,P04406,GAPDH,Tier 2
ENO3,P13929,P07195,LDHB,Tier 2
ENO3,P13929,P35558,PCK1,Tier 2
ENO3,P13929,P30613,PKLR,Tier 2
ENO3,P13929,P11217,PYGM,Tier 2
ENO3,P13929,P29401,TKT,Tier 2
ENO3,P13929,Q9UNW1,MINPP1,Tier 3A
ENO3,P13929,P04075,ALDOA,Tier 3B
ENO3,P13929,P06744,GPI,Tier 3B
ENO3,P13929,O95479,H6PD,Tier 3B
CHRNE,Q04844,P22303,ACHE,Tier 1
CHRNE,Q04844,P02708,CHRNA1,Tier 1
CHRNE,Q04844,Q15822,CHRNA2,Tier 1
CHRNE,Q04844,P32297,CHRNA3,Tier 1
CHRNE,Q04844,P43681,CHRNA4,Tier 1
CHRNE,Q04844,P36544,CHRNA7,Tier 1
CHRNE,Q04844,P11230,CHRNB1,Tier 1
CHRNE,Q04844,P17787,CHRNB2,Tier 1
CHRNE,Q04844,P30926,CHRNB4,Tier 1
CHRNE,Q04844,Q07001,CHRND,Tier 1
CHRNE,Q04844,P07510,CHRNG,Tier 1
CHRNE,Q04844,Q8N4C8,MINK1,Tier 1
CHRNE,Q04844,Q9UGM1,CHRNA9,Tier 3A
CHRNE,Q04844,Q9Y215,COLQ,Tier 3B
C1QBP,Q07021,P68400,CSNK2A1,Tier 1
C1QBP,Q07021,P03952,KLKB1,Tier 1
C1QBP,Q07021,P42785,PRCP,Tier 1
C1QBP,Q07021,P19784,CSNK2A2,Tier 2
C1QBP,Q07021,P03951,F11,Tier 2
C1QBP,Q07021,P00748,F12,Tier 3A
C1QBP,Q07021,P07359,GP1BA,Tier 3A
C1QBP,Q07021,P01042,KNG1,Tier 3A
C1QBP,Q07021,P05155,SERPING1,Tier 3A
C1QBP,Q07021,P01023,A2M,Tier 3B
C1QBP,Q07021,P13224,GP1BB,Tier 3B
C1QBP,Q07021,P40197,GP5,Tier 3B
C1QBP,Q07021,P14770,GP9,Tier 3B
TOM1L2,Q6ZVM7,P50225,SULT1A1,Tier 1
TOM1L2,Q6ZVM7,Q9UBT2,UBA2,Tier 2
SHMT1,P34896,P00374,DHFR,Tier 1
SHMT1,P34896,P22102,GART,Tier 1
SHMT1,P34896,Q06203,PPAT,Tier 1
SHMT1,P34896,P41440,SLC19A1,Tier 1
SHMT1,P34896,P04818,TYMS,Tier 1
SHMT1,P34896,P23526,AHCY,Tier 2
SHMT1,P34896,P31939,ATIC,Tier 2
SHMT1,P34896,Q93088,BHMT,Tier 2
SHMT1,P34896,P14920,DAO,Tier 2
SHMT1,P34896,Q86XF0,DHFRL1,Tier 2
SHMT1,P34896,Q05932,FPGS,Tier 2
SHMT1,P34896,P04406,GAPDH,Tier 2
SHMT1,P34896,P07195,LDHB,Tier 2
SHMT1,P34896,P09622,DLD,Tier 3A
SHMT1,P34896,O75891,ALDH1L1,Tier 3B
SHMT1,P34896,Q3SY69,ALDH1L2,Tier 3B
SLC44A2,Q8IWA5,O14672,ADAM10,Tier 1
SLC44A2,Q8IWA5,P20138,CD33,Tier 1
SLC44A2,Q8IWA5,P40198,CEACAM3,Tier 1
SLC44A2,Q8IWA5,P30926,CHRNB4,Tier 1
SLC44A2,Q8IWA5,P20701,ITGAL,Tier 1
SLC44A2,Q8IWA5,P06756,ITGAV,Tier 1
SLC44A2,Q8IWA5,P05107,ITGB2,Tier 1
SLC44A2,Q8IWA5,Q14145,KEAP1,Tier 1
SLC44A2,Q8IWA5,P51575,P2RX1,Tier 1
SLC44A2,Q8IWA5,Q13393,PLD1,Tier 1
SLC44A2,Q8IWA5,P22732,SLC2A5,Tier 1
SLC44A2,Q8IWA5,Q6ZQN7,SLCO4C1,Tier 1
SLC44A2,Q8IWA5,P60880,SNAP25,Tier 1
SLC44A2,Q8IWA5,O94804,STK10,Tier 1
SLC44A2,Q8IWA5,P78325,ADAM8,Tier 2
SLC44A2,Q8IWA5,O15120,AGPAT2,Tier 2
SLC44A2,Q8IWA5,Q16581,C3AR1,Tier 2
SLC44A2,Q8IWA5,P04839,CYBB,Tier 2
SLC44A2,Q8IWA5,O75907,DGAT1,Tier 2
SLC44A2,Q8IWA5,P25090,FPR2,Tier 2
SLC44A2,Q8IWA5,Q9NPA2,MMP25,Tier 2
SLC44A2,Q8IWA5,P00749,PLAU,Tier 2
SLC44A2,Q8IWA5,Q03405,PLAUR,Tier 2
SLC44A2,Q8IWA5,P23467,PTPRB,Tier 2
SLC44A2,Q8IWA5,O00161,SNAP23,Tier 2
SLC44A2,Q8IWA5,Q10588,BST1,Tier 3A
SLC44A2,Q8IWA5,P16671,CD36,Tier 3A
SLC44A2,Q8IWA5,P19397,CD53,Tier 3A
SLC44A2,Q8IWA5,Q9NPY3,CD93,Tier 3A
SLC44A2,Q8IWA5,P24071,FCAR,Tier 3A
SLC44A2,Q8IWA5,P11215,ITGAM,Tier 3A
SLC44A2,Q8IWA5,Q12913,PTPRJ,Tier 3A
SLC44A2,Q8IWA5,P43353,ALDH3B1,Tier 3B
SLC44A2,Q8IWA5,Q8N6Q3,CD177,Tier 3B
SLC44A2,Q8IWA5,Q08722,CD47,Tier 3B
SLC44A2,Q8IWA5,P13987,CD59,Tier 3B
SLC44A2,Q8IWA5,P13688,CEACAM1,Tier 3B
SLC44A2,Q8IWA5,P31997,CEACAM8,Tier 3B
SLC44A2,Q8IWA5,Q9NQS5,GPR84,Tier 3B
SLC44A2,Q8IWA5,Q86Y34,GPR97,Tier 3B
SLC44A2,Q8IWA5,Q6GTX8,LAIR1,Tier 3B
SLC44A2,Q8IWA5,P78380,OLR1,Tier 3B
SLC44A2,Q8IWA5,P20333,TNFRSF1B,Tier 3B
SLC44A2,Q8IWA5,O94759,TRPM2,Tier 3B
SLC44A2,Q8IWA5,Q9BV40,VAMP8,Tier 3B
CARM1,Q86X55,O95477,ABCA1,Tier 1
CARM1,Q86X55,P21439,ABCB4,Tier 1
CARM1,Q86X55,P10275,AR,Tier 1
CARM1,Q86X55,O14965,AURKA,Tier 1
CARM1,Q86X55,P04798,CYP1A1,Tier 1
CARM1,Q86X55,Q02928,CYP4A11,Tier 1
CARM1,Q86X55,P22680,CYP7A1,Tier 1
CARM1,Q86X55,P03372,ESR1,Tier 1
CARM1,Q86X55,Q92731,ESR2,Tier 1
CARM1,Q86X55,P07148,FABP1,Tier 1
CARM1,Q86X55,P37268,FDFT1,Tier 1
CARM1,Q86X55,O15379,HDAC3,Tier 1
CARM1,Q86X55,P16401,HIST1H1B,Tier 1
CARM1,Q86X55,P53779,MAPK10,Tier 1
CARM1,Q86X55,Q16539,MAPK14,Tier 1
CARM1,Q86X55,P45983,MAPK8,Tier 1
CARM1,Q86X55,P45984,MAPK9,Tier 1
CARM1,Q86X55,Q9Y618,NCOR2,Tier 1
CARM1,Q86X55,P04150,NR3C1,Tier 1
CARM1,Q86X55,Q07869,PPARA,Tier 1
CARM1,Q86X55,P17612,PRKACA,Tier 1
CARM1,Q86X55,P10276,RARA,Tier 1
CARM1,Q86X55,P23443,RPS6KB1,Tier 1
CARM1,Q86X55,P19793,RXRA,Tier 1
CARM1,Q86X55,Q6PCB7,SLC27A1,Tier 1
CARM1,Q86X55,P12931,SRC,Tier 1
CARM1,Q86X55,Q06520,SULT2A1,Tier 1
CARM1,Q86X55,P04637,TP53,Tier 1
CARM1,Q86X55,Q16881,TXNRD1,Tier 1
CARM1,Q86X55,O60656,UGT1A9,Tier 1
CARM1,Q86X55,P50416,CPT1A,Tier 2
CARM1,Q86X55,P23786,CPT2,Tier 2
CARM1,Q86X55,Q92793,CREBBP,Tier 2
CARM1,Q86X55,P35222,CTNNB1,Tier 2
CARM1,Q86X55,Q15717,ELAVL1,Tier 2
CARM1,Q86X55,Q09472,EP300,Tier 2
CARM1,Q86X55,P01100,FOS,Tier 2
CARM1,Q86X55,P05412,JUN,Tier 2
CARM1,Q86X55,Q92831,KAT2B,Tier 2
CARM1,Q86X55,P48163,ME1,Tier 2
CARM1,Q86X55,Q9Y6Q9,NCOA3,Tier 2
CARM1,Q86X55,P22694,PRKACB,Tier 2
CARM1,Q86X55,Q9UBS0,RPS6KB2,Tier 2
CARM1,Q86X55,Q9BY76,ANGPTL4,Tier 3A
CARM1,Q86X55,P02647,APOA1,Tier 3A
CARM1,Q86X55,Q6Q788,APOA5,Tier 3A
CARM1,Q86X55,P16671,CD36,Tier 3A
CARM1,Q86X55,Q30201,HFE,Tier 3A
CARM1,Q86X55,P68431,HIST1H3A,Tier 3A
CARM1,Q86X55,P68431,HIST1H3B,Tier 3A
CARM1,Q86X55,P68431,HIST1H3D,Tier 3A
CARM1,Q86X55,P68431,HIST1H3E,Tier 3A
CARM1,Q86X55,P62805,HIST1H4A,Tier 3A
CARM1,Q86X55,P62805,HIST1H4B,Tier 3A
CARM1,Q86X55,P62805,HIST1H4C,Tier 3A
CARM1,Q86X55,P62805,HIST1H4D,Tier 3A
CARM1,Q86X55,P62805,HIST1H4E,Tier 3A
CARM1,Q86X55,P62805,HIST1H4F,Tier 3A
CARM1,Q86X55,P62805,HIST1H4H,Tier 3A
CARM1,Q86X55,P62805,HIST1H4I,Tier 3A
CARM1,Q86X55,P04155,TFF1,Tier 3A
CARM1,Q86X55,O75509,TNFRSF21,Tier 3A
CARM1,Q86X55,P01019,AGT,Tier 3B
CARM1,Q86X55,P02652,APOA2,Tier 3B
CARM1,Q86X55,P84243,H3F3A,Tier 3B
CARM1,Q86X55,P84243,H3F3B,Tier 3B
CARM1,Q86X55,P68431,HIST1H3H,Tier 3B
CARM1,Q86X55,P68431,HIST1H3I,Tier 3B
CARM1,Q86X55,P68431,HIST1H3J,Tier 3B
CARM1,Q86X55,P62805,HIST1H4J,Tier 3B
CARM1,Q86X55,P62805,HIST1H4K,Tier 3B
CARM1,Q86X55,P62805,HIST1H4L,Tier 3B
CARM1,Q86X55,Q71DI3,HIST2H3A,Tier 3B
CARM1,Q86X55,Q71DI3,HIST2H3C,Tier 3B
CARM1,Q86X55,Q71DI3,HIST2H3D,Tier 3B
CARM1,Q86X55,P62805,HIST2H4A,Tier 3B
CARM1,Q86X55,P62805,HIST2H4B,Tier 3B
CARM1,Q86X55,P62805,HIST4H4,Tier 3B
CARM1,Q86X55,Q99541,PLIN2,Tier 3B
CARM1,Q86X55,P22612,PRKACG,Tier 3B
CARM1,Q86X55,Q96RU7,TRIB3,Tier 3B
SMARCA4,P51532,P24385,CCND1,Tier 1
SMARCA4,P51532,P11802,CDK4,Tier 1
SMARCA4,P51532,Q9Y6K1,DNMT3A,Tier 1
SMARCA4,P51532,Q92731,ESR2,Tier 1
SMARCA4,P51532,Q13547,HDAC1,Tier 1
SMARCA4,P51532,Q92769,HDAC2,Tier 1
SMARCA4,P51532,O15379,HDAC3,Tier 1
SMARCA4,P51532,P04150,NR3C1,Tier 1
SMARCA4,P51532,P09874,PARP1,Tier 1
SMARCA4,P51532,P37231,PPARG,Tier 1
SMARCA4,P51532,P19793,RXRA,Tier 1
SMARCA4,P51532,Q02880,TOP2B,Tier 1
SMARCA4,P51532,P04637,TP53,Tier 1
SMARCA4,P51532,P11473,VDR,Tier 1
SMARCA4,P51532,Q13315,ATM,Tier 2
SMARCA4,P51532,P38398,BRCA1,Tier 2
SMARCA4,P51532,O60885,BRD4,Tier 2
SMARCA4,P51532,Q86X55,CARM1,Tier 2
SMARCA4,P51532,Q92793,CREBBP,Tier 2
SMARCA4,P51532,P35222,CTNNB1,Tier 2
SMARCA4,P51532,Q09472,EP300,Tier 2
SMARCA4,P51532,P05412,JUN,Tier 2
SMARCA4,P51532,Q92831,KAT2B,Tier 2
SMARCA4,P51532,O60341,KDM1A,Tier 2
SMARCA4,P51532,P06400,RB1,Tier 2
SMARCA4,P51532,Q04206,RELA,Tier 2
SMARCA4,P51532,P42229,STAT5A,Tier 2
SMARCA4,P51532,P51692,STAT5B,Tier 2
SMARCA4,P51532,O14746,TERT,Tier 2
SMARCA4,P51532,P12830,CDH1,Tier 3A
SMARCA4,P51532,P09429,HMGB1,Tier 3A
SMARCA4,P51532,O76036,NCR1,Tier 3A
SMARCA4,P51532,P84243,H3F3A,Tier 3B
SMARCA4,P51532,P84243,H3F3B,Tier 3B
SMARCA4,P51532,P01574,IFNB1,Tier 3B
ARSA,P15289,P00387,CYB5R3,Tier 1
ARSA,P15289,P08246,ELANE,Tier 1
ARSA,P15289,P42685,FRK,Tier 1
ARSA,P15289,P06280,GLA,Tier 1
ARSA,P15289,P20839,IMPDH1,Tier 1
ARSA,P15289,O00754,MAN2B1,Tier 1
ARSA,P15289,P28482,MAPK1,Tier 1
ARSA,P15289,P05164,MPO,Tier 1
ARSA,P15289,Q05655,PRKCD,Tier 1
ARSA,P15289,P08842,STS,Tier 1
ARSA,P15289,P02766,TTR,Tier 1
ARSA,P15289,P07437,TUBB,Tier 1
ARSA,P15289,P68371,TUBB4B,Tier 1
ARSA,P15289,Q16880,UGT8,Tier 1
ARSA,P15289,P53396,ACLY,Tier 2
ARSA,P15289,P10619,CTSA,Tier 2
ARSA,P15289,P53634,CTSC,Tier 2
ARSA,P15289,P08311,CTSG,Tier 2
ARSA,P15289,Q9UHL4,DPP7,Tier 2
ARSA,P15289,P04066,FUCA1,Tier 2
ARSA,P15289,Q9BTY2,FUCA2,Tier 2
ARSA,P15289,Q92820,GGH,Tier 2
ARSA,P15289,P16278,GLB1,Tier 2
ARSA,P15289,P55072,VCP,Tier 2
ARSA,P15289,P20933,AGA,Tier 3A
ARSA,P15289,P17213,BPI,Tier 3A
ARSA,P15289,P01024,C3,Tier 3A
ARSA,P15289,P54803,GALC,Tier 3A
ARSA,P15289,P34059,GALNS,Tier 3A
ARSA,P15289,P28799,GRN,Tier 3A
ARSA,P15289,Q99519,NEU1,Tier 3A
ARSA,P15289,P19652,ORM2,Tier 3A
ARSA,P15289,Q9HD89,RETN,Tier 3A
ARSA,P15289,O00584,RNASET2,Tier 3A
ARSA,P15289,P31151,S100A7,Tier 3A
ARSA,P15289,Q8NBK3,SUMF1,Tier 3A
ARSA,P15289,P07355,ANXA2,Tier 3B
ARSA,P15289,Q96EG1,ARSG,Tier 3B
ARSA,P15289,Q5FYB1,ARSI,Tier 3B
ARSA,P15289,P20160,AZU1,Tier 3B
ARSA,P15289,Q7Z4R8,C6orf120,Tier 3B
ARSA,P15289,Q9NZK5,CECR1,Tier 3B
ARSA,P15289,O75629,CREG1,Tier 3B
ARSA,P15289,P15586,GNS,Tier 3B
ARSA,P15289,P08236,GUSB,Tier 3B
ARSA,P15289,P61626,LYZ,Tier 3B
ARSA,P15289,P24158,PRTN3,Tier 3B
ARSA,P15289,P10153,RNASE2,Tier 3B
ARSA,P15289,P12724,RNASE3,Tier 3B
ARSA,P15289,P29508,SERPINB3,Tier 3B
